Year,SOIL_DATE,Plot,Core,Depth,SLSND,SLSLT,SLCLY,SLSND2,SLSLT2,SLCLY2,UTMX,UTMY
2017,2017-03-16,N33,2017-n33,60,65.2,9.0,25.8,74.9,9.0,16.1,408963.02,3660522.67
2017,2017-03-16,N33,2017-n33,100,56.5,9.3,34.2,66.3,10.9,22.8,408963.02,3660522.67
2017,2017-03-16,N33,2017-n33,140,61.9,17.9,20.2,71.8,17.9,10.3,408963.02,3660522.67
2017,2017-03-16,N33,2017-n33,180,75.2,8.6,16.2,84.1,8.8,7.1,408963.02,3660522.67
2017,2017-03-16,N34,2017-n34,20,56.9,14.3,28.9,65.8,17.4,16.8,408985.72,3660542.27
2017,2017-03-16,N34,2017-n34,60,55.9,17.3,26.9,64.8,21.9,13.3,408985.72,3660542.27
2017,2017-03-16,N34,2017-n34,100,44.8,19.6,35.5,54.2,24.7,21.1,408985.72,3660542.27
2017,2017-03-16,N34,2017-n34,140,62.8,8.6,28.5,72.7,10.5,16.8,408985.72,3660542.27
2017,2017-03-16,N34,2017-n34,180,66.2,18.0,15.8,75.9,15.8,8.3,408985.72,3660542.27
2017,2017-03-16,N35,2017-n35,20,57.1,14.7,28.2,68.1,15.1,16.8,408984.81,3660482.31
2017,2017-03-16,N35,2017-n35,60,60.8,15.0,24.2,70.6,14.5,14.9,408984.81,3660482.31
2017,2017-03-16,N35,2017-n35,100,68.5,15.4,16.2,78.8,13.7,7.6,408984.81,3660482.31
2017,2017-03-16,N35,2017-n35,140,72.1,13.7,14.2,81.9,12.5,5.6,408984.81,3660482.31
2017,2017-03-16,N35,2017-n35,180,64.8,16.0,19.2,74.8,16.5,8.7,408984.81,3660482.31
2017,2017-03-16,N36,2017-n36,20,57.1,20.0,22.9,68.1,20.2,11.7,408983.89,3660422.3500000006
2017,2017-03-16,N36,2017-n36,60,52.5,19.4,28.2,62.2,23.6,14.2,408983.89,3660422.3500000006
2017,2017-03-16,N36,2017-n36,100,61.8,15.7,22.5,70.7,19.1,10.2,408983.89,3660422.3500000006
2017,2017-03-16,N36,2017-n36,140,49.8,18.1,32.2,58.5,22.8,18.6,408983.89,3660422.3500000006
2017,2017-03-16,N36,2017-n36,180,65.1,15.7,19.2,74.7,15.9,9.4,408983.89,3660422.3500000006
2017,2017-03-16,N37,2017-n37,20,58.8,13.3,27.9,67.6,15.9,16.5,409002.12,3660482.08
2017,2017-03-16,N37,2017-n37,60,53.8,17.3,28.9,62.5,20.0,17.5,409002.12,3660482.08
2017,2017-03-16,N37,2017-n37,100,61.8,16.3,21.9,70.7,19.6,9.7,409002.12,3660482.08
2017,2017-03-16,N37,2017-n37,140,66.8,14.3,18.9,75.9,15.4,8.7,409002.12,3660482.08
2017,2017-03-16,N37,2017-n37,180,73.1,11.7,15.2,82.9,11.5,5.6,409002.12,3660482.08
2017,2017-03-16,N38,2017-n38,20,56.5,15.6,27.9,66.3,17.8,15.8,409003.26,3660562.11
2017,2017-03-16,N38,2017-n38,60,67.5,13.6,18.9,77.8,12.6,9.6,409003.26,3660562.11
2017,2017-03-16,N38,2017-n38,100,71.2,11.9,16.9,81.0,11.7,7.3,409003.26,3660562.11
2017,2017-03-16,N38,2017-n38,140,67.8,15.3,16.9,78.9,13.9,7.3,409003.26,3660562.11
2017,2017-03-16,N38,2017-n38,180,68.8,13.3,17.9,77.9,14.5,7.6,409003.26,3660562.11
2017,2017-03-16,N39,2017-n39,20,53.2,16.9,29.9,62.3,20.5,17.2,409015.53,3660501.92
2017,2017-03-16,N39,2017-n39,60,53.5,17.6,28.9,63.2,20.4,16.5,409015.53,3660501.92
2017,2017-03-16,N39,2017-n39,100,60.2,10.9,28.9,69.6,15.7,14.7,409015.53,3660501.92
2017,2017-03-16,N39,2017-n39,140,66.8,11.3,21.9,76.9,14.1,9.0,409015.53,3660501.92
2017,2017-03-16,N39,2017-n39,180,70.0,11.1,18.9,78.9,13.2,7.9,409015.53,3660501.92
2017,2017-03-16,N40,2017-n40,20,54.5,16.7,28.9,64.3,18.9,16.9,409014.96,3660461.91
2017,2017-03-16,N40,2017-n40,60,52.5,18.7,28.9,62.2,21.7,16.1,409014.96,3660461.91
2017,2017-03-16,N40,2017-n40,100,56.1,19.0,24.9,65.5,22.1,12.4,409014.96,3660461.91
2017,2017-03-16,N40,2017-n40,140,60.5,13.7,25.9,70.5,15.4,14.1,409014.96,3660461.91
2017,2017-03-16,N40,2017-n40,180,75.1,9.0,15.9,85.0,8.2,6.9,409014.96,3660461.91
2017,2017-05-01,P03-1,2017-p03-1,20,51.1,18.7,30.2,61.7,19.9,18.4,408900.2038,3660549.277
2017,2017-05-01,P03-1,2017-p03-1,60,55.8,18.1,26.2,64.6,20.6,14.8,408900.2038,3660549.277
2017,2017-05-01,P03-1,2017-p03-1,100,55.5,20.4,24.2,65.3,22.8,11.9,408900.2038,3660549.277
2017,2017-05-01,P03-1,2017-p03-1,140,44.2,21.7,34.2,54.3,28.2,17.5,408900.2038,3660549.277
2017,2017-05-01,P03-1,2017-p03-1,180,67.8,17.0,15.2,77.9,16.1,6.1,408900.2038,3660549.277
2017,2017-05-01,P03-2,2017-p03-2,20,55.8,13.0,31.2,63.6,16.4,20.1,408899.6195,3660509.274
2017,2017-05-01,P03-2,2017-p03-2,60,57.8,17.0,25.2,67.3,18.0,14.7,408899.6195,3660509.274
2017,2017-05-01,P03-2,2017-p03-2,100,63.2,16.7,20.2,71.7,18.6,9.7,408899.6195,3660509.274
2017,2017-05-01,P03-2,2017-p03-2,140,66.5,18.4,15.2,75.7,17.2,7.1,408899.6195,3660509.274
2017,2017-05-01,P03-2,2017-p03-2,180,64.8,18.0,17.2,74.8,16.3,9.0,408899.6195,3660509.274
2017,2017-05-01,P03-3,2017-p03-3,20,54.8,17.0,28.2,63.4,18.5,18.1,408899.0026,3660469.272
2017,2017-05-01,P03-3,2017-p03-3,60,62.1,15.0,22.9,71.5,16.4,12.0,408899.0026,3660469.272
2017,2017-05-01,P03-3,2017-p03-3,100,38.8,24.0,37.2,47.8,33.0,19.3,408899.0026,3660469.272
2017,2017-05-01,P03-3,2017-p03-3,140,59.2,18.7,22.2,67.5,21.9,10.5,408899.0026,3660469.272
2017,2017-05-01,P03-3,2017-p03-3,180,69.2,13.7,17.2,77.9,13.7,8.4,408899.0026,3660469.272
2017,2017-05-01,P03-4,2017-p03-4,20,53.2,18.7,28.2,61.3,22.3,16.3,408898.3783,3660429.2690000003
2017,2017-05-01,P03-4,2017-p03-4,60,53.2,18.7,28.2,61.3,24.2,14.5,408898.3783,3660429.2690000003
2017,2017-05-01,P03-4,2017-p03-4,100,52.1,20.0,27.9,61.2,25.3,13.5,408898.3783,3660429.2690000003
2017,2017-05-01,P03-4,2017-p03-4,140,65.2,15.0,19.8,73.9,15.2,10.9,408898.3783,3660429.2690000003
2017,2017-05-01,P03-4,2017-p03-4,180,54.8,22.4,22.9,63.4,27.4,9.1,408898.3783,3660429.2690000003
2017,2017-05-01,P04-1,2017-p04-1,20,52.5,18.7,28.9,61.2,20.4,18.4,408885.9904,3660549.494
2017,2017-05-01,P04-1,2017-p04-1,60,54.1,17.4,28.5,62.4,18.8,18.8,408885.9904,3660549.494
2017,2017-05-01,P04-1,2017-p04-1,100,58.5,19.7,21.9,67.4,22.3,10.3,408885.9904,3660549.494
2017,2017-05-01,P04-1,2017-p04-1,140,54.5,22.7,22.9,63.3,25.7,11.0,408885.9904,3660549.494
2017,2017-05-01,P04-1,2017-p04-1,180,59.8,17.3,22.9,70.3,19.6,10.1,408885.9904,3660549.494
2017,2017-05-01,P04-2,2017-p04-2,20,50.5,19.0,30.5,59.1,20.1,20.8,408885.3744,3660509.491
2017,2017-05-01,P04-2,2017-p04-2,60,53.1,22.1,24.9,62.9,22.6,14.5,408885.3744,3660509.491
2017,2017-05-01,P04-2,2017-p04-2,100,60.1,18.1,21.9,69.2,21.8,9.0,408885.3744,3660509.491
2017,2017-05-01,P04-2,2017-p04-2,140,64.4,19.7,15.9,73.6,20.8,5.7,408885.3744,3660509.491
2017,2017-05-01,P04-2,2017-p04-2,180,66.1,18.0,15.9,75.7,17.2,7.1,408885.3744,3660509.491
2017,2017-05-01,P04-3,2017-p04-3,20,54.5,19.0,26.5,62.3,21.1,16.7,408884.80279999995,3660469.488
2017,2017-05-01,P04-3,2017-p04-3,60,64.1,14.1,21.9,74.4,11.7,13.9,408884.80279999995,3660469.488
2017,2017-05-01,P04-3,2017-p04-3,100,64.5,13.7,21.8,71.8,14.7,13.4,408884.80279999995,3660469.488
2017,2017-05-01,P04-3,2017-p04-3,140,61.8,18.7,19.5,70.4,18.3,11.3,408884.80279999995,3660469.488
2017,2017-05-01,P04-3,2017-p04-3,180,71.1,14.4,14.5,77.9,15.0,7.1,408884.80279999995,3660469.488
2017,2017-05-01,P04-4,2017-p04-4,20,54.5,18.0,27.5,62.3,20.0,17.8,408884.1715,3660429.485
2017,2017-05-01,P04-4,2017-p04-4,60,66.5,16.0,17.5,74.7,15.5,9.8,408884.1715,3660429.485
2017,2017-05-01,P04-4,2017-p04-4,100,64.5,16.7,18.9,72.6,19.7,7.7,408884.1715,3660429.485
2017,2017-05-01,P04-4,2017-p04-4,140,63.1,20.0,16.9,71.4,22.9,5.7,408884.1715,3660429.485
2017,2017-05-01,P04-4,2017-p04-4,180,69.5,16.7,13.9,78.8,16.4,4.8,408884.1715,3660429.485
